,Year,Incid_Name,Event_ID,BurnBndAc,tst,ted,lon0,lon1,lat0,lat1
5417,2020,ENGINEER LAKE 2,AK6169816176620200601,1844,2020-06-01,2020-06-01 12:00:00,-161.81858413874698,-161.71791441471845,61.67144499798832,61.7095605415858
5419,2020,IZAVIKNEK RIVER,AK6141116306320200601,3728,2020-06-01,2020-06-03 12:00:00,-163.11615508259095,-163.0172879236987,61.3915960501177,61.4323990045105
5420,2020,WAPOO CREEK 2,AK6380915685420200604,1748,2020-06-04,2020-06-05 12:00:00,-156.88949631889997,-156.78590833710004,63.80140735476567,63.829937791795714
5421,2020,BANDDANA CREEK,AK6579415189520200611,1597,2020-06-11,2020-06-13 12:00:00,-151.9483306579335,-151.87536578700144,65.76073294367046,65.7994835705104
5422,2020,NIMIUKTUK RIVER,AK6826015999020200604,1664,2020-06-04,2020-06-04 12:00:00,-160.0445855041177,-159.95132270707725,68.2398432784446,68.26608071225513
5423,2020,TUMIT CREEK,AK6825915993720200605,1187,2020-06-04,2020-06-05 12:00:00,-159.98516633965482,-159.9122745548268,68.25036076163991,68.27506560499376
5424,2020,IMIKNEYAK CREEK,AK6807216060020200604,1099,2020-06-04,2020-06-04 12:00:00,-160.64355294451275,-160.56545249863387,68.0618515967738,68.08355442129954
5426,2020,PINE,AZ3429411181120200713,2102,2020-07-13,2020-07-22 12:00:00,-111.82618440838372,-111.7805753330851,34.28541176064431,34.316625546232046
5427,2020,WOODWARD,CA3801812283920200818,4952,2020-08-19,2020-09-07 12:00:00,-122.85258290407774,-122.79646099867614,37.99386921069555,38.05467912634066
5428,2020,QUAIL,AZ3342911052420200815,1988,2020-08-16,2020-08-16 12:00:00,-110.54842549234256,-110.4902627275428,33.42560799641194,33.461825901244424
5429,2020,CASSADORE SPRINGS,AZ3354411042020200801,21534,2020-08-02,2020-08-12 12:00:00,-110.45382806541284,-110.31406876276316,33.476156471244224,33.61623157442767
5430,2020,MANOKINAK RIVER,AK6132216445020200531,12674,2020-05-30,2020-06-10 12:00:00,-164.57467826588922,-164.30644858223624,61.29061257151301,61.35143474941418
5431,2020,KGUN LAKE,AK6152416353820200714,1691,2020-07-12,2020-07-19 12:00:00,-163.57879221029225,-163.5031926729035,61.491596648866334,61.53004285429432
5432,2020,LOFER,AZ3374210970920200818,1530,2020-08-28,2020-09-30 12:00:00,-109.74078323325956,-109.68611279856674,33.71787766632127,33.75908107982804
5433,2020,KOCHILAGOK HILL,AK6162716432320200602,29730,2020-06-01,2020-06-14 12:00:00,-164.541576200781,-164.29932463952048,61.55745669756857,61.69628548338841
5434,2020,CARMEL,CA3644612168220200818,7299,2020-08-18,2020-08-23 12:00:00,-121.71692171416572,-121.58666522741828,36.390024970076354,36.45138898771165
5435,2020,JUNCTION RANCH,CA3606611745820200728,9337,2020-07-29,2020-08-02 12:00:00,-117.50430683419302,-117.41269081183144,35.96698606945159,36.07693231477458
5436,2020,MAGPIE ROCK,MT4730311448320200727,3576,2020-07-27,2020-08-03 12:00:00,-114.4841111849832,-114.41132132122198,47.28314107060396,47.32374741611039
5437,2020,BERNARD,ID4794211650820200908,1453,2020-09-08,2020-09-22 12:00:00,-116.54472368015372,-116.47892786193124,47.93280212381899,47.95221464399066
5438,2020,CHIKAMIN,WA4799112069920200731,1948,2020-07-31,2020-09-17 12:00:00,-120.73262713193655,-120.66363760619056,47.98395567781233,48.01849751704685
5439,2020,ZOGG,CA4054112256820200927,56941,2020-09-28,2020-10-02 12:00:00,-122.70791562330731,-122.53113013394848,40.29331599533697,40.5508648627233
5440,2020,PALMER,WA4884011957620200818,18015,2020-08-18,2020-09-05 12:00:00,-119.64462710115976,-119.5176007183984,48.81481739880394,48.927250625715885
5441,2020,CENTRAL,AZ3393011207420200620,4725,2020-06-20,2020-06-21 12:00:00,-112.07084022979274,-111.9837731105406,33.927322730059984,33.978227759103845
5442,2020,UNNAMED,AZ3486611284720200723,3704,2020-07-22,2020-07-23 12:00:00,-112.88122288862536,-112.822527193675,34.8211867609603,34.904059314485835
5443,2020,JUNIPER,AZ3336011011920200828,1816,2020-08-28,2020-08-29 12:00:00,-110.13993102949335,-110.0984393293116,33.3211946923812,33.37148807811235
5444,2020,DRY LAKE,AZ3338510986520200606,4197,2020-06-06,2020-06-11 12:00:00,-109.89292786602816,-109.82018335507776,33.355849560209094,33.40388299730256
5445,2020,BRINGHAM,AZ3341510931220200606,23134,2020-06-06,2020-06-27 12:00:00,-109.37336192611195,-109.20563250633506,33.38827624255458,33.49342118733796
5446,2020,COW CANYON,AZ3355810909320200818,33536,2020-08-29,2020-10-23 12:00:00,-109.18731614642296,-109.01306845754324,33.47275403287239,33.62187267538371
5447,2020,UNNAMED,AZ3445011201020200715,5084,2020-07-15,2020-07-16 12:00:00,-112.03074203631589,-111.97788808466731,34.42883988445317,34.4892462500145
5448,2020,GREEN RIDGE 0684 CS,OR4446712160520200817,4363,2020-08-17,2020-08-26 12:00:00,-121.61681918715573,-121.5093003586246,44.44224701688637,44.48148981210522
5449,2020,BIG HOLLOW,WA4592712198020200908,24243,2020-09-08,2020-09-21 12:00:00,-122.20440722601262,-121.94673303630054,45.89309829694889,45.99781376329457
5450,2020,25,WY4391910664520200716,2154,2020-07-16,2020-07-16 12:00:00,-106.666347762739,-106.64154265037295,43.90946935262855,44.00652693706854
5451,2020,RIVER,CA3656312164020200816,51582,2020-08-16,2020-09-07 12:00:00,-121.69523710360944,-121.4406957382177,36.36913086090056,36.604327219125935
5452,2020,APPLE ACRES,WA4792111992220200907,5559,2020-09-07,2020-09-09 12:00:00,-119.99602903021554,-119.90795993400371,47.8856814329518,47.94673134167812
5453,2020,RABBIT MOUNTAIN,AK6753014216020200609,1004,2020-06-09,2020-06-10 12:00:00,-142.20612996242778,-142.148930110736,67.51696297296292,67.54531887136886
5454,2020,LOWER COYOTE CREEK,WA4814211909020200809,2774,2020-08-09,2020-08-11 12:00:00,-119.09162836415766,-119.03714261693818,48.139886965411165,48.19531684519632
5455,2020,WHITE RIVER,OR4518212157620200817,17678,2020-08-18,2020-09-06 12:00:00,-121.59784307289948,-121.24628134960454,45.11553307409213,45.20240547483286
5456,2020,1 OKLAHOMA RANGE,AK6398014635320200503,17739,2020-05-03,2020-05-05 12:00:00,-146.4808337234975,-146.2231220032778,63.91154667194144,64.02665933805804
5457,2020,WILLIAMS FORK,CO3985110606520200814,14679,2020-08-14,2020-10-24 12:00:00,-106.07988401583464,-105.89300821315844,39.76318461587738,39.90322704848956
5458,2020,BOBCAT,MT4630410839320200902,31020,2020-09-03,2020-09-06 12:00:00,-108.48847072894095,-108.2582793335244,46.2574233174322,46.36133642933282
5459,2020,GREENHOUSE,WA4813711903820200723,5338,2020-07-23,2020-07-25 12:00:00,-119.06148738163732,-118.98746505187064,48.13041439730665,48.187306855327165
5460,2020,FROG 0657 RS,OR4403912052820200816,3946,2020-08-19,2020-08-23 12:00:00,-120.52815509158415,-120.4732103789558,44.00143133878532,44.05473993370106
5461,2020,PINE HOLLOW,AZ3698311211020200729,11552,2020-07-30,2020-08-03 12:00:00,-112.11459380406076,-112.02320760524674,36.93931235967773,37.04099808109663
5463,2020,NORTH JUNIPER,ID4407211179820201104,1168,2020-11-04,2020-11-06 12:00:00,-111.83552524019764,-111.79216552401972,44.0538917632943,44.07265775095448
5464,2020,CRANE,OR4209412026920200816,2959,2020-08-16,2020-08-23 12:00:00,-120.2800693539175,-120.22246574080128,42.09002142974526,42.134104664898416
5465,2020,NUMBERS,NV3884311963920200707,18998,2020-07-07,2020-07-13 12:00:00,-119.65932790136152,-119.50146285822429,38.809888452290295,38.91213266259234
5466,2020,MONARCH,NV3887811956320200624,2373,2020-06-25,2020-06-25 12:00:00,-119.56395763303829,-119.51865185859634,38.84979582941406,38.88695855479352
5467,2020,FIRE GULCH,MT4529310571720200614,2365,2020-06-14,2020-06-15 12:00:00,-105.77325979550312,-105.7094125014857,45.28677768474239,45.332790479197286
5468,2020,WADDLE CREEK,WY4498410652920200817,25809,2020-08-18,2020-08-18 12:00:00,-106.5651552637044,-106.43306152227136,44.82984346390481,44.98766154534411
5469,2020,TRAP,ID4431211510020200914,2429,2020-09-15,2020-09-24 12:00:00,-115.13999430749124,-115.09006505186062,44.304812622704446,44.35771775566997
5470,2020,HURST HAMMOCK,FL3048408739220200504,1270,2020-05-06,2020-05-08 12:00:00,-87.40768289355066,-87.37073984556736,30.453100130766472,30.48519517731563
5471,2020,LUNA,NM3626410534020201018,10849,2020-10-18,2020-10-25 12:00:00,-105.40953342852488,-105.31228395753855,36.188034377784334,36.26879948340951
5472,2020,VICS PEAK,NM3357010744220200615,16283,2020-06-16,2020-07-17 12:00:00,-107.4813794516004,-107.37037055205928,33.55070097616914,33.6772158074636
5473,2020,MONUMENT,AZ3563211274720200705,1383,2020-07-07,2020-07-12 12:00:00,-112.74779146950068,-112.6762506912164,35.633656287607664,35.69079516166744
5474,2020,BEAR CREEK,MT4485811343720200811,14978,2020-08-11,2020-09-07 12:00:00,-113.47602537706943,-113.32067406315748,44.855016905306,44.93356080778511
5475,2020,CREWS,CA3702412151420200705,5802,2020-07-06,2020-07-06 12:00:00,-121.51053487868164,-121.40897656511636,36.99486367132141,37.03506943810413
5477,2021,BIG DITCH,NC3493807634820210619,1603,2021-06-21,2021-06-21 12:00:00,-76.35410520479132,-76.31795783738426,34.9374183194999,34.97176691960772
5478,2021,GRINDSTONE,NC3634008046020211127,1106,2021-11-28,2021-11-30 12:00:00,-80.49498274166018,-80.45872887024115,36.33071178442134,36.35001401353594
5479,2021,UNNAMED,GA3317708371220210305,1481,2021-03-05,2021-03-05 12:00:00,-83.71912112983625,-83.68677283150095,33.152262693768364,33.195101853567735
5480,2021,UNNAMED,GA3318508348220210307,2143,2021-03-07,2021-03-07 12:00:00,-83.50209987231125,-83.46777783457935,33.15567927397939,33.19806952818624
5481,2021,UNNAMED,GA3313008363720210306,3808,2021-03-06,2021-03-15 12:00:00,-83.66754781727792,-83.62066714017635,33.0952366342633,33.1702914064233
5482,2021,UNNAMED,GA3321308371320210314,1233,2021-03-14,2021-03-14 12:00:00,-83.72814306475061,-83.70262391586101,33.18177034492555,33.21877497938186
5483,2021,UNNAMED,GA3340908337820210315,1088,2021-03-15,2021-03-15 12:00:00,-83.39133770537074,-83.36750745000876,33.39161425619301,33.41901541902644
5484,2021,UNNAMED,GA3305608369620210324,1352,2021-03-22,2021-03-22 12:00:00,-83.70250215395123,-83.66001936759972,33.044315831110794,33.06819299511068
5487,2021,STEPTOE CANYON,WA4649011720020210722,2758,2021-07-22,2021-07-24 12:00:00,-117.22895799851278,-117.17501422142914,46.45740886852451,46.5036120296715
5489,2021,SILCOTT,WA4637511716520210707,8864,2021-07-07,2021-07-08 12:00:00,-117.2505461900546,-117.10541130678632,46.32277546321711,46.38622031241755
5490,2021,FOUR SIXTEEN,FL2539108041420210430,9675,2021-04-04,2021-05-04 12:00:00,-80.45355829817686,-80.36167835537174,25.358984595762536,25.453997075105008
5491,2021,WESTSIDE,FL2649808041820210518,4588,2021-05-18,2021-05-19 12:00:00,-80.44485674224484,-80.3797232855012,26.473008668315455,26.5173356755011
5492,2021,BOBCAT,FL2633308073620210529,28849,2021-05-29,2021-06-01 12:00:00,-80.80651935758226,-80.66466959522558,26.33224304857788,26.43526153918873
5493,2021,COASTAL PRAIRIE 1 EXOTICS,FL2561508116720211019,4549,2021-10-19,2021-10-19 12:00:00,-81.19252569260658,-81.13835776220094,25.567459586890493,25.650735633842487
5495,2021,LOX RX,FL2656408042720210402,4196,2021-04-03,2021-04-03 12:00:00,-80.44164433241997,-80.40215972838871,26.51391250775606,26.605991734930683
5496,2021,MOORE,SC3269708070820210406,1258,2021-04-07,2021-04-07 12:00:00,-80.72156944207603,-80.66930007044186,32.6723692010778,32.69749475358009
5497,2021,AREA 11,FL2762408126420210104,7140,2021-01-08,2021-01-30 12:00:00,-81.26773838931518,-81.17971211162461,27.587625125199395,27.66045646119676
5498,2021,AREA 6 NORTH,FL2768708126520210126,3275,2021-01-28,2021-01-28 12:00:00,-81.28761031916088,-81.24790031894452,27.65998718685921,27.705764349045523
5499,2021,KISSIMMEE BEND NORTH,FL2752508106920210330,13782,2021-03-30,2021-03-31 12:00:00,-81.19468739031078,-81.05562640403525,27.50939425064422,27.590324626480367
5500,2021,UNNAMED,FL2765508130820210308,1430,2021-03-07,2021-03-07 12:00:00,-81.31230934030378,-81.28263533615183,27.64728849696661,27.685858512060747
5501,2021,TL LOST MOTORWAY B,AL3327708612320210118,1678,2021-01-18,2021-01-18 12:00:00,-86.1406779617185,-86.09336649856505,33.25750994183039,33.297302917995296
5502,2021,SC FLAG MTN D AND E,AL3370108558320210210,1038,2021-02-10,2021-02-10 12:00:00,-85.60338346687348,-85.57141357807416,33.68149692034666,33.70795282736117
5503,2021,SC RATTLESNAKE M,AL3375408562120210223,2568,2021-02-03,2021-02-24 12:00:00,-85.65538901429153,-85.59974990723242,33.73168699645777,33.77415670936472
5504,2021,TL HORSE CREEK SOUTH,AL3341708591520210223,1266,2021-02-23,2021-02-24 12:00:00,-85.93244177836533,-85.89497136883358,33.405940887162274,33.42804893990672
5505,2021,TL MUMP CREEK,AL3337908600020210224,2532,2021-02-24,2021-02-24 12:00:00,-86.0244648401802,-85.98060554251174,33.35175833018286,33.38834129231685
5506,2021,SC HOUCK CREEK,AL3372208557720210224,1682,2021-02-24,2021-02-24 12:00:00,-85.60282861394933,-85.56042418103107,33.706569791462755,33.74030750188973
5507,2021,SC UPPER SHOAL A AND D,AL3379308553920210305,2348,2021-03-09,2021-03-10 12:00:00,-85.56975336302725,-85.48963689432719,33.77391967325434,33.80400069887321
5508,2021,TL TYLER WEST,AL3335008605020210305,3148,2021-03-05,2021-03-08 12:00:00,-86.08090907969023,-86.01856187553011,33.329065500472495,33.36925476379639
5511,2021,OK COMP 132 D,AL3276508694720210320,1966,2021-03-20,2021-03-20 12:00:00,-86.96385115730504,-86.91964786985329,32.756459963656425,32.794556375976015
5512,2021,COLD CREEK,ID4268511284420210614,4047,2021-06-14,2021-06-14 12:00:00,-112.86337408984237,-112.81808157860196,42.68240832298579,42.76783911408393
5513,2021,LAVASIDE,ID4328311224320210421,1043,2021-04-22,2021-04-22 12:00:00,-112.25558401149289,-112.20252630944157,43.26726058550764,43.30826573537541
5514,2021,LITTLE PASS,UT4095911281620210404,2261,2021-04-04,2021-04-05 12:00:00,-112.85143503569832,-112.80784568483044,40.92733243144659,40.96661411155208
5517,2021,HUFF,NV4099311562120210622,1553,2021-06-22,2021-06-22 12:00:00,-115.62154817171074,-115.58542591427448,40.99284614403439,41.04381891271271
5518,2021,BIG ROCKS,NV3774011500120210309,6320,2021-03-09,2021-03-09 12:00:00,-115.0550927943969,-114.9548743384799,37.68487741625978,37.7480369681316
5519,2021,MM 25 I15,AZ3697611367020210624,1152,2021-06-25,2021-06-25 12:00:00,-113.68691614686264,-113.64786615639798,36.95322441667355,36.9801653001885
5520,2021,MIR 7.1 RX,FL2857308063820210109,2212,2021-01-09,2021-01-09 12:00:00,-80.65195144760116,-80.60800999866245,28.56248732642905,28.59183632368746
5521,2021,TL SCHOOL HOUSE C AND D,AL3314708607620210419,1826,2021-04-19,2021-04-19 12:00:00,-86.11727864259524,-86.05744062518465,33.13584636301931,33.16649318631153
5522,2021,SANDY VALLEY,NV3599911559820210610,1081,2021-06-10,2021-06-11 12:00:00,-115.59741922002098,-115.54619745604772,35.97816095076729,36.00061158585606
5523,2021,SOUTHERN,CA3298011643520210501,5525,2021-05-02,2021-05-02 12:00:00,-116.49904599377754,-116.4247024216794,32.94127042199244,33.01885882537454
5524,2021,UNNAMED,VA3699808145920210420,1460,2021-04-20,2021-04-20 12:00:00,-81.48552206509117,-81.4277562907202,36.97947829908429,37.01563404097829
5525,2021,SC TIP TOP B AND C,AL3366108562020210420,1009,2021-04-20,2021-04-21 12:00:00,-85.63618866577428,-85.61240882011094,33.64754153171634,33.674083856384925
5527,2021,CHAPARRAL,CA3350411735320210828,1601,2021-08-28,2021-08-29 12:00:00,-117.4026699180822,-117.35704929189126,33.48012700955388,33.504470554772354
5528,2021,MOJAVE,CA3534311578320210617,2499,2021-06-18,2021-06-19 12:00:00,-115.8043950296069,-115.73034991371752,35.33716655529236,35.38959790292091
5530,2021,CPT 43 SALT SPRINGS 2,FL2931708179120210223,1225,2021-02-23,2021-02-26 12:00:00,-81.80926409815959,-81.77337054281628,29.298386619846667,29.326946612196423
5531,2021,UNNAMED,VA3686508246420210407,1401,2021-04-07,2021-04-07 12:00:00,-82.48896701601495,-82.44589956601214,36.86088916240499,36.89275080160826
5534,2021,CHERRYWOOD,NV3700011641620210517,25489,2021-05-18,2021-05-24 12:00:00,-116.48888986537496,-116.32436344941362,37.0055677314657,37.14611821808137
5535,2021,WEEPING WILLOW,FL2770308196620210518,1702,2021-05-19,2021-05-19 12:00:00,-81.98992982759944,-81.95805415627427,27.686973099429053,27.718613058445957
5536,2021,SC LOOP ROAD A AND B,AL3377508554120211130,1512,2021-11-30,2021-11-30 12:00:00,-85.55605334188817,-85.52057513483459,33.75828428229386,33.788176310888105
5537,2021,TL CHINNABEE,AL3347108587420211129,1253,2021-11-29,2021-11-29 12:00:00,-85.8900663683682,-85.85687267853126,33.45713460847543,33.484253010967734
5538,2021,TL BURGESS POINT WEST,AL3337308591120211201,1810,2021-12-01,2021-12-01 12:00:00,-85.94977286532543,-85.88893837030952,33.360383142468095,33.40068532197006
5539,2021,SOUTHERN BENCH,NV3727011619820210825,14385,2021-08-26,2021-09-04 12:00:00,-116.20914616156608,-116.08600945277396,37.26541949461404,37.35137468579319
5540,2021,SHELL,CA3494811892720210627,2048,2021-06-27,2021-06-28 12:00:00,-118.92439260293622,-118.88828999208944,34.87675194194861,34.92837034471569
5542,2021,WILLOW,CA3620712156020210618,3090,2021-06-18,2021-06-21 12:00:00,-121.57923629941564,-121.51134200223156,36.19478729080089,36.22184699544255
5543,2021,PALISADES,CA3408411857020210515,1369,2021-05-16,2021-05-23 12:00:00,-118.58499784177695,-118.55440561902408,34.083149824005204,34.111654195085066
5544,2021,PEAK,CA3540811843620210720,2317,2021-07-20,2021-07-23 12:00:00,-118.44085420925433,-118.37818888251088,35.40872619415859,35.43407782633068
5545,2021,ALISAL,CA3451712013120211011,17677,2021-10-11,2021-10-17 12:00:00,-120.20483009303432,-120.01709787766488,34.460493017638726,34.526362450766555
5546,2021,UNNAMED,TN3530008421720210307,1220,2021-03-07,2021-03-07 12:00:00,-84.23402830366325,-84.19978802599655,35.296529792016315,35.31857402257316
5547,2021,NETTLE,CA3602211875920210618,1372,2021-06-18,2021-06-19 12:00:00,-118.78189755272984,-118.7399170997943,35.99227022279263,36.01861812033002
5548,2021,FRENCH,CA3568711855020210818,27331,2021-08-19,2021-09-08 12:00:00,-118.65059427670444,-118.48400489690846,35.63713862444803,35.75502006212622
5549,2021,WALKERS,CA3627811855020210815,9011,2021-08-15,2021-09-09 12:00:00,-118.58582993770142,-118.50646470238404,36.26241586799796,36.351577984936114
5550,2021,WINDY,CA3604711863120210910,97831,2021-09-10,2021-10-06 12:00:00,-118.7380126252824,-118.4749343707246,35.827780773463985,36.11646884745937
5551,2021,UNNAMED,NC3512208381620210309,1855,2021-03-10,2021-03-11 12:00:00,-83.84021921044814,-83.7920325171869,35.10492864554061,35.137739297930295
5552,2021,UNNAMED,GA3473508414720210407,1701,2021-04-07,2021-04-07 12:00:00,-84.15699664987545,-84.12984634303427,34.691552399123964,34.74169409980294
5553,2021,KNP COMPLEX,CA3658211879520210912,89960,2021-09-10,2021-10-17 12:00:00,-118.95391482850648,-118.65098818605588,36.42490385183135,36.73059678011737
5555,2021,C-326/327    LC,SC3360708211720210325,2852,2021-03-10,2021-03-25 12:00:00,-82.13180555788017,-82.09140502492193,33.60230588460894,33.65506019227411
5556,2021,UNNAMED,TN3504808455120210310,1014,2021-03-10,2021-03-11 12:00:00,-84.56501138466763,-84.53738657033392,35.06548758308554,35.0976997132712
5557,2021,UNNAMED,NC3514008357820210310,1207,2021-03-10,2021-03-10 12:00:00,-83.58965775340255,-83.53873082946416,35.10731947431435,35.1422660957038
5558,2021,UNNAMED,NC3514408362220210305,1007,2021-03-06,2021-03-06 12:00:00,-83.64561632303486,-83.59045453115164,35.1311777723364,35.156916671467286
5559,2021,ROCKHOUSE FORK,KY3737908342820211201,2462,2021-12-02,2021-12-06 12:00:00,-83.44455920274498,-83.39314573928442,37.35268954318792,37.40825764607354
5560,2021,AIRPLANE,FL2607308114920210531,1147,2021-05-31,2021-06-01 12:00:00,-81.17495733211513,-81.13921693311494,26.067646990216478,26.09424636517764
5561,2021,UNNAMED,KY3686608428320210322,2128,2021-03-22,2021-03-22 12:00:00,-84.30184639319646,-84.25705698429238,36.84684114410357,36.881224509303706
5563,2021,UNNAMED,KY3696908423820210307,1905,2021-03-07,2021-03-07 12:00:00,-84.25851182206293,-84.21411011808743,36.94417246778522,36.98203631722231
5564,2021,BU 226,FL3036508438420210305,1822,2021-03-05,2021-03-05 12:00:00,-84.4063644070917,-84.36087683829544,30.344145796291517,30.378287117056857
5565,2021,BU 234,FL3033008461420210327,5453,2021-03-27,2021-03-28 12:00:00,-84.61917451089494,-84.54830580676753,30.287966372050505,30.338253481413066
5566,2021,UNNAMED,KY3688808430820210305,3258,2021-03-04,2021-03-22 12:00:00,-84.32355201911037,-84.2682872683427,36.86592745229012,36.91182479537804
5567,2021,BU 239,FL3029408468520210225,2130,2021-02-25,2021-02-25 12:00:00,-84.708137364148,-84.65909521866939,30.27818446773904,30.31520120437216
5568,2021,BU 305/306,FL3027308452320210129,7904,2021-01-29,2021-01-30 12:00:00,-84.54837450058272,-84.47485392147127,30.22301977644156,30.298752835275195
5570,2021,BU 331,FL3014908450620210204,2256,2021-02-04,2021-02-24 12:00:00,-84.5281030613072,-84.49119370192778,30.128392012681275,30.17007237084329
5571,2021,BU 332,FL3015908446820210224,3041,2021-02-04,2021-02-24 12:00:00,-84.49828687883632,-84.43957604559802,30.13479697350158,30.18083825757958
5572,2021,BU 336,FL3013408443220210310,2397,2021-03-10,2021-03-10 12:00:00,-84.45686213228151,-84.4125579363996,30.10576318772098,30.156769257395357
5573,2021,BU 337,FL3012508446520210226,2198,2021-02-26,2021-02-26 12:00:00,-84.48703284459009,-84.44615890490951,30.089558564576123,30.14623199361165
5574,2021,BU 347,FL3007308454420210309,3666,2021-03-08,2021-03-09 12:00:00,-84.59555039093777,-84.52115855762128,30.055700360283424,30.086322015148937
5575,2021,UNNAMED,FL2823008084020210528,2175,2021-05-17,2021-05-17 12:00:00,-80.86004680071926,-80.82030621096283,28.20731785943173,28.24414415922564
5576,2021,BU 83/84/85,FL3005708480020210311,10582,2021-03-11,2021-03-11 12:00:00,-84.85564045734122,-84.75758743761014,30.03236307009968,30.084529195965672
5577,2021,BU 86,FL3007108472720210120,6977,2021-01-20,2021-01-20 12:00:00,-84.7665279542017,-84.69672113087546,30.034633370833436,30.10136801921874
5578,2021,CPT 4 CAT TAIL,FL3042108232220210310,1118,2021-03-10,2021-03-10 12:00:00,-82.34168235285824,-82.29743031315837,30.396472949367197,30.430657926821937
5579,2021,BU 307,FL3025808456020210406,1717,2021-04-07,2021-04-07 12:00:00,-84.58041255169786,-84.5439316266432,30.244598599745643,30.27524325567174
5580,2021,BU 360 361 362 363,FL3020008457920210405,24747,2021-04-05,2021-04-07 12:00:00,-84.62778471009625,-84.49391044501101,30.108495363170505,30.23214390941393
5581,2021,UNNAMED,GA3450708343020210413,2201,2021-04-13,2021-04-13 12:00:00,-83.46839674711214,-83.43595221951927,34.503852390275654,34.53799798551864
5582,2021,UNNAMED,GA3450708343020210313,1068,2021-03-13,2021-03-13 12:00:00,-83.44846888483113,-83.42338353382297,34.498545508868176,34.52364116880494
5583,2021,PEAR ORCHARD,GA3453608340520210306,1534,2021-03-06,2021-03-07 12:00:00,-83.43284477946298,-83.38610860093115,34.52474534472191,34.5513999038825
5584,2021,BU 207 208,FL3037608459720210422,4003,2021-04-22,2021-04-22 12:00:00,-84.62781430408683,-84.56620490733059,30.356061832287764,30.38914215178892
5585,2021,BU 313,FL3022208459620210519,4350,2021-05-19,2021-05-25 12:00:00,-84.63618385100386,-84.54416870951832,30.198440335453142,30.243600124746024
5587,2021,UNNAMED,VA3847207869420210405,3667,2021-04-05,2021-04-07 12:00:00,-78.70158940692556,-78.63646088745998,38.48535143112372,38.56412190160455
5588,2021,UNNAMED,WV3841207930720210427,5345,2021-04-24,2021-04-28 12:00:00,-79.3155423980632,-79.23868744846692,38.41153440938552,38.49207167446826
5589,2021,UNNAMED,IN3912408626220210405,1547,2021-04-05,2021-04-06 12:00:00,-86.276498187941,-86.24663574164612,39.1068834210331,39.1384801838135
5590,2021,HOGBACK,VA3791307945220210430,1098,2021-05-01,2021-05-02 12:00:00,-79.47369875679215,-79.44136702666691,37.89965725477856,37.93123969225803
5591,2021,CPT 116 PINHOOK EAST/JBSF,FL3049608237620210227,2623,2021-02-27,2021-03-09 12:00:00,-82.39666385765088,-82.31245901337275,30.46534744193093,30.5092031126336
5592,2021,UNNAMED,VA3690808244120210309,1358,2021-03-07,2021-03-07 12:00:00,-82.46673582359932,-82.42822439124262,36.89491471524195,36.92422674047174
5593,2021,BU 101,FL3001908499920210308,1417,2021-03-08,2021-03-08 12:00:00,-85.01660885671333,-84.98478138815051,30.00785050359792,30.03352941525037
5594,2021,BU 11,FL3025708487720210328,4763,2021-03-28,2021-03-28 12:00:00,-84.90188709891044,-84.8417237688368,30.21942987888588,30.28349619559299
5596,2021,BU 40,FL3019708478220210309,3799,2021-03-09,2021-03-09 12:00:00,-84.80037672010951,-84.76341454984157,30.172760135072224,30.22229608479654
5597,2021,ST JOHNS 1/ ST JOHNS 3,FL2855408090720211019,1295,2021-10-20,2021-10-20 12:00:00,-80.91930756938876,-80.87986980474767,28.54372725450924,28.565716394396134
5598,2021,BU 60,FL3011108483320210225,5778,2021-02-25,2021-02-25 12:00:00,-84.89437375604399,-84.79998695753204,30.06539141598114,30.13807495469547
5599,2021,BU 64/65,FL3011208494120210203,6678,2021-02-03,2021-02-03 12:00:00,-84.98109690799589,-84.91770115728252,30.081294778831023,30.159023168884172
5600,2021,UNNAMED,KY3674208440820210406,1866,2021-04-05,2021-04-05 12:00:00,-84.42284127840225,-84.36353297606598,36.720532952733606,36.757376945789474
5601,2021,UNNAMED,KY3675808440020210323,1549,2021-03-23,2021-03-23 12:00:00,-84.41898732910192,-84.38195049801703,36.744264431958015,36.77174081138941
5602,2021,UNNAMED,KY3670808440820210322,3571,2021-03-07,2021-03-22 12:00:00,-84.44318827152148,-84.35438187422409,36.68548527272719,36.727288637460674
5603,2021,BU 71,FL3010708503920210326,3668,2021-03-26,2021-03-26 12:00:00,-85.06007659855612,-84.99879003862935,30.05824950031422,30.120579074164997
5604,2021,BU 78/79,FL3006508495420210224,4631,2021-02-03,2021-02-24 12:00:00,-84.9835192858863,-84.91451848084318,30.032830944192767,30.08597739763883
5605,2021,BU 80,FL3004608492720210226,5911,2021-02-24,2021-02-26 12:00:00,-84.96091059854524,-84.87521158914348,30.023313644708992,30.07188578380192
5606,2021,G23 B70E,FL3059208674820210403,1546,2021-04-04,2021-04-04 12:00:00,-86.73771045227551,-86.71330500761997,30.581864296000504,30.611492401453237
5607,2021,BU 81,FL3005308488320210227,2276,2021-02-26,2021-02-27 12:00:00,-84.91939579657873,-84.84495090955681,30.03355548659647,30.083196987051338
5608,2021,F-5/F-29,FL3056508684420210321,1803,2021-03-21,2021-03-21 12:00:00,-86.86772021541555,-86.82921555045726,30.551758037203683,30.58760007668224
